,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Location_encoded,Target_encoded,month,day,year
83930,2017-04-10,Dartmoor,9.2,15.1,3.2,6.4,11.2,SSW,46.0,SSW,S,17.0,19.0,58.0,78.0,1021.7,1022.6,6.0,2.0,12.8,13.1,Yes,0.31888258175366074,0,4,0,2017
83931,2017-04-11,Dartmoor,7.6,16.9,0.8,35.2,10.0,SE,24.0,SSW,S,2.0,11.0,98.0,75.0,1026.5,1025.6,5.0,3.0,11.7,16.1,No,0.30967667468145443,0,4,1,2017
83932,2017-04-12,Dartmoor,11.6,20.4,0.2,3.4,0.2,ESE,24.0,E,ENE,9.0,4.0,80.0,57.0,1026.8,1023.8,7.0,1.0,13.4,19.7,No,0.308030181163003,0,4,2,2017
83933,2017-04-13,Dartmoor,5.7,22.8,0.0,6.6,10.6,SW,28.0,NNE,SW,4.0,15.0,97.0,63.0,1024.9,1023.1,7.0,7.0,11.6,20.3,No,0.3101406965498314,0,4,3,2017
83934,2017-04-14,Dartmoor,7.3,18.1,0.0,3.8,10.5,SE,22.0,N,S,0.0,13.0,98.0,68.0,1025.9,1023.9,6.0,8.0,11.1,16.8,No,0.31186731160608605,0,4,4,2017
83935,2017-04-15,Dartmoor,7.3,17.4,0.0,18.4,11.3,W,15.0,N,WSW,0.0,4.0,93.0,54.0,1022.8,1019.8,1.0,3.0,10.2,16.2,No,0.3101406965498314,0,4,5,2017
83936,2017-04-16,Dartmoor,8.5,19.3,0.0,10.4,13.5,SSW,26.0,SE,SW,0.0,11.0,80.0,56.0,1020.3,1019.7,7.0,8.0,14.5,18.7,No,0.3101406965498314,0,4,6,2017
83937,2017-04-17,Dartmoor,5.1,21.5,0.0,1.6,8.6,ESE,19.0,SSW,NNE,0.0,7.0,98.0,45.0,1023.2,1021.3,1.0,8.0,10.4,20.8,No,0.31186731160608605,0,4,0,2017
83938,2017-04-18,Dartmoor,5.4,26.2,0.0,5.2,11.2,ESE,22.0,ENE,ESE,4.0,7.0,80.0,35.0,1026.1,1024.3,8.0,0.0,13.1,26.0,No,0.31186731160608605,0,4,1,2017
83939,2017-04-19,Dartmoor,9.2,27.1,0.0,5.0,10.5,N,31.0,ENE,NE,2.0,2.0,76.0,41.0,1025.1,1021.5,3.0,2.0,14.9,26.1,No,0.30967667468145443,0,4,2,2017
83940,2017-04-20,Dartmoor,15.1,21.2,0.0,3.0,8.3,NW,41.0,NW,ENE,6.0,6.0,51.0,93.0,1022.4,1021.5,3.0,7.0,19.7,15.7,No,0.31186731160608605,1,4,3,2017
83941,2017-04-21,Dartmoor,15.0,17.8,22.8,2.6,10.9,NW,22.0,NW,W,13.0,9.0,97.0,92.0,1019.5,1018.8,1.0,5.0,16.8,17.1,Yes,0.30967667468145443,0,4,4,2017
83942,2017-04-22,Dartmoor,15.7,17.6,0.6,7.0,8.7,S,17.0,E,S,0.0,7.0,98.0,86.0,1023.9,1023.1,4.0,1.0,16.4,17.5,No,0.31186731160608605,0,4,5,2017
83943,2017-04-23,Dartmoor,14.1,18.9,0.0,5.8,4.8,SE,30.0,S,ESE,9.0,19.0,95.0,80.0,1025.6,1023.1,5.0,0.0,15.6,18.4,No,0.308030181163003,0,4,6,2017
83944,2017-04-24,Dartmoor,12.0,15.3,0.2,4.4,8.5,SE,13.0,ENE,SE,7.0,6.0,95.0,96.0,1019.5,1014.7,2.0,8.0,14.3,15.0,No,0.31888258175366074,1,4,0,2017
83945,2017-04-25,Dartmoor,13.3,20.1,14.8,2.8,10.0,WSW,46.0,NW,NNW,4.0,13.0,99.0,83.0,1010.8,1006.7,8.0,1.0,14.2,16.9,Yes,0.3101406965498314,1,4,1,2017
83946,2017-04-26,Dartmoor,6.2,13.5,22.0,1.8,7.8,S,59.0,S,SW,13.0,13.0,79.0,79.0,1016.3,1019.5,3.0,6.0,10.0,10.4,Yes,0.30967667468145443,1,4,2,2017
83947,2017-04-27,Dartmoor,5.6,15.1,2.2,2.2,8.1,WSW,22.0,N,WSW,4.0,7.0,98.0,77.0,1025.9,1024.3,0.0,7.0,9.5,14.4,Yes,0.30967667468145443,1,4,3,2017
83948,2017-04-28,Dartmoor,9.3,17.0,2.0,32.0,0.2,WSW,31.0,W,W,11.0,13.0,99.0,91.0,1024.9,1023.7,3.0,1.0,14.2,15.5,Yes,0.3101406965498314,1,4,4,2017
83949,2017-04-29,Dartmoor,13.3,16.9,2.0,10.6,5.2,SSW,22.0,WNW,SW,6.0,9.0,98.0,81.0,1024.2,1023.3,4.0,1.0,14.6,16.8,Yes,0.30967667468145443,0,4,5,2017
83950,2017-04-30,Dartmoor,11.8,16.8,0.6,7.4,7.5,N,26.0,NW,NNW,4.0,11.0,89.0,80.0,1022.4,1018.1,2.0,7.0,13.7,16.8,No,0.31888258175366074,1,4,6,2017
83951,2017-05-01,Dartmoor,12.7,15.3,2.6,5.0,11.9,WSW,31.0,N,SW,19.0,13.0,79.0,82.0,1013.1,1014.4,8.0,7.0,13.5,14.3,Yes,0.31888258175366074,1,5,0,2017
83952,2017-05-02,Dartmoor,5.9,14.9,3.4,2.0,10.3,SW,54.0,WSW,SW,9.0,11.0,93.0,75.0,1022.0,1023.5,6.0,1.0,9.4,12.5,Yes,0.3101406965498314,0,5,1,2017
83953,2017-05-03,Dartmoor,5.4,15.8,0.2,1.8,7.3,SW,19.0,N,WSW,6.0,4.0,97.0,58.0,1031.3,1030.2,2.0,1.0,9.0,14.0,No,0.308030181163003,0,5,2,2017
83954,2017-05-04,Dartmoor,6.7,16.2,0.0,7.0,11.6,SE,15.0,NE,ESE,2.0,6.0,87.0,61.0,1031.9,1029.5,6.0,6.0,11.5,15.0,No,0.31888258175366074,0,5,3,2017
83955,2017-05-05,Dartmoor,3.1,16.1,0.0,12.2,9.4,NNW,26.0,W,NNW,0.0,11.0,98.0,62.0,1027.2,1022.8,0.0,7.0,6.8,14.4,No,0.308030181163003,0,5,4,2017
83956,2017-05-06,Dartmoor,4.7,15.3,1.0,9.2,9.4,WSW,44.0,WNW,WSW,11.0,24.0,90.0,64.0,1018.4,1021.9,3.0,5.0,10.4,13.1,No,0.31888258175366074,0,5,5,2017
83957,2017-05-07,Dartmoor,3.3,14.8,0.4,0.8,3.9,SSW,31.0,ENE,SW,2.0,15.0,98.0,64.0,1031.6,1031.7,8.0,3.0,7.9,12.6,No,0.30967667468145443,0,5,6,2017
83958,2017-05-08,Dartmoor,6.4,15.8,0.4,6.6,10.2,SSW,22.0,NW,SSW,0.0,13.0,97.0,82.0,1034.3,1032.2,0.0,4.0,9.5,13.5,No,0.30967667468145443,0,5,0,2017
83959,2017-05-09,Dartmoor,7.7,14.0,0.0,2.0,0.0,NE,17.0,NW,ENE,0.0,2.0,97.0,69.0,1031.2,1028.3,1.0,8.0,10.4,13.6,No,0.31186731160608605,0,5,1,2017
83960,2017-05-10,Dartmoor,1.0,17.1,0.0,7.8,0.0,NW,19.0,ENE,NNW,2.0,7.0,98.0,65.0,1026.8,1024.0,7.0,2.0,4.8,16.3,No,0.31888258175366074,0,5,2,2017
83961,2017-05-11,Dartmoor,3.9,17.9,0.2,3.8,0.7,N,11.0,N,N,4.0,6.0,99.0,74.0,1026.2,1024.3,0.0,8.0,9.0,17.0,No,0.30967667468145443,0,5,3,2017
83962,2017-05-12,Dartmoor,9.0,15.1,0.0,8.4,9.8,S,30.0,S,S,11.0,13.0,89.0,63.0,1026.3,1024.9,7.0,5.0,12.4,13.9,No,0.308030181163003,0,5,4,2017
83963,2017-05-13,Dartmoor,-0.5,14.5,0.0,10.6,5.0,SE,26.0,SW,ESE,0.0,11.0,98.0,67.0,1026.0,1023.7,1.0,1.0,4.0,13.3,No,0.31888258175366074,0,5,5,2017
83964,2017-05-14,Dartmoor,4.0,15.5,0.0,6.8,6.8,ESE,30.0,SSW,ESE,4.0,9.0,99.0,67.0,1025.7,1023.2,8.0,7.0,8.1,14.0,No,0.31186731160608605,0,5,6,2017
83965,2017-05-15,Dartmoor,3.0,16.2,0.0,2.8,11.1,ESE,24.0,WSW,SE,0.0,19.0,99.0,72.0,1023.0,1019.2,7.0,1.0,4.5,15.3,No,0.308030181163003,0,5,0,2017
83966,2017-05-16,Dartmoor,2.8,15.3,0.2,5.6,7.4,NE,24.0,E,NE,2.0,9.0,99.0,71.0,1018.1,1013.6,6.0,8.0,6.4,14.7,No,0.3101406965498314,0,5,1,2017
83967,2017-05-17,Dartmoor,6.4,15.7,0.4,3.8,12.5,NE,41.0,NE,NE,17.0,11.0,76.0,68.0,1014.5,1014.5,2.0,4.0,13.2,15.6,No,0.31888258175366074,1,5,2,2017
83968,2017-05-18,Dartmoor,10.6,16.1,2.2,3.6,6.1,SE,20.0,ESE,E,7.0,9.0,92.0,76.0,1022.0,1020.0,1.0,2.0,11.7,16.0,Yes,0.31186731160608605,1,5,3,2017
83969,2017-05-19,Dartmoor,11.7,15.8,10.8,5.0,6.8,E,26.0,NE,NE,7.0,7.0,94.0,84.0,1016.9,1014.7,0.0,7.0,13.1,15.0,Yes,0.3101406965498314,1,5,4,2017
83970,2017-05-20,Dartmoor,10.5,16.9,1.2,0.4,10.6,N,33.0,N,N,15.0,15.0,96.0,76.0,1014.2,1013.9,7.0,2.0,12.8,15.9,Yes,0.308030181163003,0,5,5,2017
83971,2017-05-21,Dartmoor,12.4,20.7,0.0,3.8,10.3,NW,31.0,NNE,NNW,7.0,19.0,87.0,54.0,1018.1,1016.6,8.0,6.0,13.3,20.2,No,0.31186731160608605,0,5,6,2017
83972,2017-05-22,Dartmoor,8.6,20.9,0.0,6.4,9.2,N,54.0,NNE,N,19.0,30.0,67.0,49.0,1017.0,1012.9,3.0,5.0,14.0,20.5,No,0.31186731160608605,1,5,0,2017
83973,2017-05-23,Dartmoor,10.8,17.5,2.2,5.2,13.0,WNW,48.0,NNW,NNW,11.0,6.0,98.0,82.0,1016.2,1012.4,1.0,3.0,11.7,15.0,Yes,0.31186731160608605,1,5,1,2017
83974,2017-05-24,Dartmoor,9.3,15.4,5.8,1.4,5.4,W,31.0,WNW,W,7.0,13.0,98.0,88.0,1016.6,1018.0,7.0,2.0,11.0,13.5,Yes,0.31186731160608605,0,5,2,2017
83975,2017-05-25,Dartmoor,10.9,16.5,1.0,4.0,5.0,NW,33.0,N,NNW,13.0,13.0,95.0,89.0,1018.8,1017.2,7.0,7.0,12.4,15.7,No,0.31186731160608605,1,5,3,2017
83976,2017-05-26,Dartmoor,4.3,15.2,5.4,14.4,11.3,NNE,24.0,ENE,N,4.0,11.0,99.0,62.0,1023.1,1019.1,1.0,6.0,5.3,14.4,Yes,0.31186731160608605,0,5,4,2017
83977,2017-05-27,Dartmoor,5.3,17.2,0.0,15.6,5.9,WNW,52.0,N,NNW,17.0,24.0,73.0,70.0,1012.6,1007.4,5.0,7.0,13.1,15.9,No,0.31186731160608605,1,5,5,2017
83978,2017-05-28,Dartmoor,6.8,11.2,12.0,2.8,4.5,SW,54.0,W,WSW,17.0,20.0,96.0,72.0,1009.3,1010.0,0.0,3.0,7.8,10.5,Yes,0.308030181163003,1,5,6,2017
83979,2017-05-29,Dartmoor,4.0,14.2,4.6,1.2,9.1,NNW,30.0,N,NNW,6.0,17.0,98.0,73.0,1019.6,1018.1,5.0,0.0,7.0,13.5,Yes,0.31186731160608605,1,5,0,2017
83980,2017-05-30,Dartmoor,6.7,11.9,6.2,2.6,7.3,SSW,52.0,SW,SSW,4.0,20.0,83.0,65.0,1025.0,1027.2,4.0,4.0,8.7,10.9,Yes,0.3101406965498314,1,5,1,2017
83981,2017-05-31,Dartmoor,2.1,13.3,2.6,10.6,8.2,SSW,24.0,N,S,2.0,13.0,98.0,74.0,1035.5,1034.8,0.0,5.0,5.1,11.9,Yes,0.3101406965498314,0,5,2,2017
83982,2017-06-01,Dartmoor,5.0,14.0,0.0,4.2,0.0,N,17.0,WNW,N,4.0,4.0,98.0,66.0,1038.8,1036.5,6.0,7.0,7.2,13.0,No,0.31888258175366074,0,6,3,2017
83983,2017-06-02,Dartmoor,-0.1,13.3,0.2,2.0,5.8,NNW,19.0,ENE,NNW,2.0,7.0,98.0,64.0,1038.1,1035.6,7.0,4.0,2.4,12.9,No,0.31888258175366074,0,6,4,2017
83984,2017-06-03,Dartmoor,-1.8,13.9,0.0,1.1,8.3,N,20.0,SW,NNW,0.0,9.0,98.0,61.0,1034.6,1030.9,7.0,2.0,1.3,13.5,No,0.30967667468145443,0,6,5,2017
83985,2017-06-04,Dartmoor,-1.8,13.5,0.0,6.4,0.0,NNW,19.0,NNE,NNW,2.0,7.0,98.0,82.0,1029.4,1026.2,8.0,1.0,2.0,13.2,No,0.3101406965498314,0,6,6,2017
83986,2017-06-05,Dartmoor,2.1,15.0,0.4,1.0,5.7,SW,37.0,NNW,WSW,9.0,13.0,99.0,83.0,1025.0,1023.2,8.0,7.0,11.7,13.4,No,0.31186731160608605,1,6,0,2017
83987,2017-06-06,Dartmoor,7.6,13.5,2.0,1.6,8.1,SSW,30.0,S,S,6.0,17.0,82.0,64.0,1030.5,1030.6,1.0,4.0,8.5,12.7,Yes,0.30967667468145443,0,6,1,2017
83988,2017-06-07,Dartmoor,-1.6,13.5,0.0,6.0,0.8,SSW,9.0,N,W,2.0,2.0,98.0,84.0,1032.2,1029.5,1.0,7.0,0.4,11.0,No,0.3101406965498314,0,6,2,2017
83989,2017-06-08,Dartmoor,0.3,13.8,0.0,6.6,8.0,S,30.0,NNW,SSW,4.0,15.0,97.0,65.0,1029.0,1029.3,7.0,7.0,5.9,13.1,No,0.30967667468145443,0,6,3,2017
83990,2017-06-09,Dartmoor,5.8,14.4,0.8,5.4,9.0,SSW,31.0,NNW,S,4.0,19.0,95.0,72.0,1034.9,1033.9,6.0,1.0,8.4,13.8,No,0.308030181163003,0,6,4,2017
83991,2017-06-10,Dartmoor,7.2,12.8,0.4,14.4,13.0,N,15.0,WSW,NE,0.0,4.0,99.0,92.0,1035.3,1032.5,7.0,0.0,8.6,12.3,No,0.31186731160608605,0,6,5,2017
83992,2017-06-11,Dartmoor,7.5,12.1,0.2,11.0,4.5,N,37.0,N,NNW,11.0,13.0,88.0,96.0,1028.7,1025.9,0.0,0.0,8.7,11.2,No,0.31186731160608605,1,6,6,2017
83993,2017-06-12,Dartmoor,8.6,15.4,2.8,1.4,9.2,SSW,24.0,WNW,SW,6.0,11.0,98.0,78.0,1027.3,1027.0,1.0,1.0,11.5,15.0,Yes,0.3101406965498314,0,6,0,2017
83994,2017-06-13,Dartmoor,9.3,14.1,0.2,9.0,5.7,NW,13.0,ENE,SW,0.0,2.0,93.0,79.0,1032.1,1029.5,3.0,8.0,10.4,13.4,No,0.308030181163003,0,6,1,2017
83995,2017-06-14,Dartmoor,2.3,15.5,0.2,7.6,12.6,NNW,35.0,N,NNW,4.0,17.0,99.0,75.0,1028.2,1025.9,6.0,5.0,7.8,14.8,No,0.3101406965498314,0,6,2,2017
83996,2017-06-15,Dartmoor,7.6,16.2,0.0,7.8,0.5,NNW,19.0,ENE,NNW,6.0,6.0,91.0,79.0,1026.4,1024.6,6.0,8.0,8.8,15.1,No,0.308030181163003,0,6,3,2017
83997,2017-06-16,Dartmoor,2.6,16.9,0.0,3.0,10.5,NNW,19.0,NE,NW,4.0,7.0,98.0,67.0,1025.7,1023.1,7.0,5.0,4.0,16.5,No,0.30967667468145443,0,6,4,2017
83998,2017-06-17,Dartmoor,1.7,15.5,0.2,3.0,10.5,NW,17.0,NNW,NNW,4.0,6.0,99.0,86.0,1026.3,1024.8,8.0,7.0,6.2,14.9,No,0.31888258175366074,0,6,5,2017
83999,2017-06-18,Dartmoor,6.1,14.4,0.6,24.8,13.2,NW,20.0,N,NNW,6.0,7.0,99.0,91.0,1030.2,1029.1,0.0,1.0,8.4,13.9,No,0.31888258175366074,1,6,6,2017
84000,2017-06-19,Dartmoor,8.4,15.3,1.2,2.6,0.0,NW,17.0,NNW,NNW,6.0,9.0,100.0,83.0,1031.5,1029.1,4.0,4.0,11.0,14.9,Yes,0.31186731160608605,0,6,0,2017
87108,2017-03-26,Brisbane,20.5,11.4,0.2,4.0,9.2,NE,20.0,SSW,ENE,2.0,7.0,69.0,66.0,1016.0,1011.8,4.0,2.0,26.3,22.0,No,0.22305909184328823,0,3,6,2017
87109,2017-03-27,Brisbane,15.9,30.1,0.0,5.8,10.8,E,24.0,S,E,6.0,11.0,68.0,61.0,1016.2,1012.8,5.0,3.0,27.4,28.2,No,0.22305909184328823,0,3,0,2017
87110,2017-03-28,Brisbane,21.2,31.3,0.0,7.4,10.0,ENE,20.0,NNE,E,2.0,13.0,64.0,51.0,1014.9,1011.6,3.0,5.0,27.4,29.5,No,0.22890900305066633,0,3,1,2017
87111,2017-03-29,Brisbane,22.0,29.5,0.0,5.4,3.5,E,24.0,E,E,7.0,6.0,76.0,89.0,1014.4,1011.7,7.0,7.0,27.0,25.9,No,0.21795614639510663,0,3,2,2017
87112,2017-03-30,Brisbane,23.4,25.8,0.4,13.8,0.0,ENE,59.0,N,ENE,6.0,20.0,95.0,92.0,1009.8,1002.9,8.0,8.0,24.5,25.8,No,0.21795614639510663,0,3,3,2017
87113,2017-03-31,Brisbane,21.7,28.3,0.2,9.8,6.9,W,44.0,SW,SSW,17.0,13.0,58.0,55.0,1006.9,1008.1,3.0,7.0,25.2,26.8,No,0.22305909184328823,0,3,4,2017
87114,2017-04-01,Brisbane,20.0,29.0,0.2,7.4,9.8,WSW,22.0,WSW,S,9.0,4.0,54.0,40.0,1014.7,1011.8,2.0,3.0,23.7,28.5,No,0.22890900305066633,0,4,5,2017
87115,2017-04-02,Brisbane,20.5,27.7,0.0,7.8,2.8,SSE,28.0,SSW,S,9.0,7.0,52.0,49.0,1018.1,1015.9,6.0,6.0,23.7,25.9,No,0.22890900305066633,0,4,6,2017
87116,2017-04-03,Brisbane,18.6,25.6,0.0,7.0,6.0,SSE,31.0,SW,SSE,9.0,17.0,59.0,57.0,1019.9,1017.8,5.0,5.0,23.0,23.4,No,0.22305909184328823,0,4,0,2017
87117,2017-04-04,Brisbane,17.4,24.5,0.0,6.2,6.7,SSE,35.0,SW,SE,7.0,4.0,57.0,72.0,1020.8,1019.1,3.0,7.0,22.6,21.5,No,0.22873608179439076,0,4,1,2017
87118,2017-04-05,Brisbane,16.9,25.6,0.4,3.4,6.7,SSE,35.0,SW,ESE,9.0,15.0,64.0,54.0,1020.9,1018.2,7.0,3.0,21.8,24.0,No,0.21795614639510663,1,4,2,2017
87119,2017-04-06,Brisbane,16.7,22.7,3.2,4.2,0.7,ESE,24.0,SSW,ESE,6.0,4.0,72.0,64.0,1022.0,1019.9,7.0,7.0,21.0,22.0,Yes,0.22873608179439076,0,4,3,2017
87120,2017-04-07,Brisbane,16.6,26.3,0.2,3.4,10.2,SSE,31.0,S,SE,7.0,11.0,61.0,48.0,1023.6,1020.8,1.0,3.0,22.2,25.4,No,0.22873608179439076,0,4,4,2017
87121,2017-04-08,Brisbane,16.9,26.2,0.0,7.0,5.8,ESE,31.0,SSW,SE,7.0,15.0,63.0,55.0,1023.0,1019.5,1.0,7.0,22.9,25.8,No,0.22305909184328823,0,4,5,2017
87122,2017-04-09,Brisbane,17.4,27.4,0.0,4.6,10.6,NNE,17.0,SW,ENE,6.0,9.0,63.0,59.0,1018.6,1013.4,1.0,3.0,23.3,25.3,No,0.22410478047530688,0,4,6,2017
87123,2017-04-10,Brisbane,16.9,29.0,0.0,4.0,10.4,W,33.0,NNW,WNW,2.0,17.0,74.0,32.0,1012.5,1008.6,1.0,1.0,23.2,28.4,No,0.22410478047530688,0,4,0,2017
87124,2017-04-11,Brisbane,13.8,27.1,0.0,11.2,10.8,E,20.0,WSW,W,6.0,6.0,35.0,30.0,1015.8,1013.6,0.0,0.0,21.3,26.8,No,0.22873608179439076,0,4,1,2017
87125,2017-04-12,Brisbane,16.1,28.3,0.0,5.0,10.4,ESE,24.0,SSW,ESE,7.0,11.0,55.0,56.0,1019.2,1016.4,1.0,2.0,23.3,26.6,No,0.22890900305066633,0,4,2,2017
87126,2017-04-13,Brisbane,17.8,26.7,0.0,5.2,10.1,E,20.0,SSW,E,7.0,11.0,61.0,57.0,1021.5,1018.3,2.0,2.0,23.1,24.9,No,0.21795614639510663,0,4,3,2017
87127,2017-04-14,Brisbane,17.8,26.8,0.0,4.0,8.3,ENE,19.0,WSW,E,6.0,9.0,68.0,57.0,1021.0,1017.5,4.0,3.0,22.5,24.0,No,0.22873608179439076,0,4,4,2017
87128,2017-04-15,Brisbane,17.4,26.7,0.0,4.8,9.6,E,20.0,WSW,E,6.0,11.0,63.0,61.0,1020.8,1017.3,2.0,2.0,22.2,24.0,No,0.22873608179439076,0,4,5,2017
87129,2017-04-16,Brisbane,16.4,26.6,0.0,5.4,10.8,ENE,19.0,SSW,ENE,6.0,9.0,66.0,51.0,1020.8,1018.1,2.0,1.0,22.1,25.5,No,0.22410478047530688,0,4,6,2017
87130,2017-04-17,Brisbane,15.8,26.8,0.0,4.4,10.3,E,17.0,W,ENE,4.0,7.0,66.0,56.0,1023.1,1019.9,1.0,3.0,21.7,24.2,No,0.21795614639510663,0,4,0,2017
87131,2017-04-18,Brisbane,16.4,26.6,0.0,44.0,9.4,E,24.0,WSW,ESE,6.0,9.0,64.0,49.0,1025.1,1022.1,6.0,7.0,22.4,24.6,No,0.22890900305066633,0,4,1,2017
87132,2017-04-19,Brisbane,17.0,26.0,0.0,5.2,9.3,E,33.0,SSW,ESE,9.0,17.0,63.0,60.0,1026.1,1023.7,1.0,4.0,22.6,24.2,No,0.22410478047530688,0,4,2,2017
87133,2017-04-20,Brisbane,16.3,26.2,0.0,6.6,8.9,ESE,35.0,SSW,ESE,7.0,13.0,59.0,56.0,1026.4,1023.9,3.0,6.0,22.4,24.0,No,0.22890900305066633,0,4,3,2017
87134,2017-04-21,Brisbane,15.8,33.6,0.4,6.0,4.8,WSW,54.0,SSW,ESE,4.0,7.0,68.0,61.0,1025.6,1023.0,5.0,6.0,22.4,22.9,No,0.22410478047530688,1,4,4,2017
87135,2017-04-22,Brisbane,17.2,24.8,0.0,3.0,3.8,SE,33.0,SW,E,2.0,11.0,86.0,50.0,1024.8,1021.6,7.0,6.0,19.8,23.4,No,0.21795614639510663,0,4,5,2017
87136,2017-04-23,Brisbane,15.1,26.4,0.0,5.8,10.2,E,20.0,SW,E,4.0,9.0,63.0,57.0,1023.4,1019.7,1.0,3.0,21.3,25.1,No,0.21795614639510663,0,4,6,2017
87137,2017-04-24,Brisbane,16.5,26.0,0.0,4.2,9.4,E,19.0,SW,NW,6.0,2.0,70.0,70.0,1021.9,1018.7,2.0,4.0,21.5,22.5,No,0.21795614639510663,0,4,0,2017
87138,2017-04-25,Brisbane,15.7,26.9,0.2,4.2,10.6,ENE,17.0,SW,NNE,4.0,4.0,76.0,48.0,1019.6,1014.9,6.0,1.0,20.8,26.6,No,0.22890900305066633,0,4,1,2017
87139,2017-04-26,Brisbane,16.9,23.7,0.2,4.2,2.3,W,24.0,WNW,N,4.0,2.0,69.0,78.0,1013.7,1009.2,7.0,8.0,22.5,22.9,No,0.22305909184328823,0,4,2,2017
87140,2017-04-27,Brisbane,13.5,22.6,1.0,2.6,2.3,WSW,31.0,SW,S,7.0,6.0,47.0,35.0,1014.5,1012.0,1.0,1.0,17.6,22.2,No,0.22410478047530688,0,4,3,2017
87141,2017-04-28,Brisbane,13.0,25.3,0.0,6.2,7.4,S,26.0,WSW,S,7.0,11.0,58.0,46.0,1017.2,1014.7,3.0,5.0,16.3,24.5,No,0.22410478047530688,0,4,4,2017
87142,2017-04-29,Brisbane,15.3,26.3,0.0,5.8,10.6,SW,20.0,SSW,SSW,7.0,7.0,53.0,35.0,1020.2,1016.8,0.0,1.0,20.4,25.4,No,0.22873608179439076,0,4,5,2017
87143,2017-04-30,Brisbane,13.6,25.8,0.0,4.8,9.9,E,19.0,SW,E,6.0,7.0,65.0,52.0,1021.2,1017.8,1.0,1.0,19.5,24.5,No,0.21795614639510663,0,4,6,2017
87144,2017-05-01,Brisbane,15.1,26.8,0.0,4.6,9.9,NE,20.0,SW,E,4.0,9.0,67.0,53.0,1021.9,1018.3,1.0,3.0,20.7,24.7,No,0.22410478047530688,0,5,0,2017
87145,2017-05-02,Brisbane,15.7,27.5,0.0,4.8,8.5,NE,15.0,SW,NE,4.0,7.0,77.0,45.0,1020.4,1017.0,3.0,3.0,20.2,25.6,No,0.21795614639510663,0,5,1,2017
87146,2017-05-03,Brisbane,18.1,27.5,0.0,2.8,9.4,ESE,30.0,SW,ESE,6.0,11.0,71.0,60.0,1021.4,1020.3,2.0,4.0,22.5,24.5,No,0.22873608179439076,0,5,2,2017
87147,2017-05-04,Brisbane,17.0,23.6,0.0,5.6,5.8,SE,35.0,S,SE,7.0,11.0,64.0,61.0,1026.6,1024.6,1.0,7.0,22.0,22.6,No,0.22873608179439076,0,5,3,2017
87148,2017-05-05,Brisbane,15.1,24.8,0.0,5.2,9.7,SE,35.0,SSW,ESE,6.0,15.0,63.0,48.0,1028.6,1025.3,1.0,3.0,20.4,22.3,No,0.22873608179439076,0,5,4,2017
87149,2017-05-06,Brisbane,14.7,24.9,0.0,5.4,9.8,SSE,26.0,SSW,ESE,6.0,9.0,65.0,46.0,1026.5,1022.8,2.0,2.0,20.6,23.8,No,0.22890900305066633,0,5,5,2017
87150,2017-05-07,Brisbane,16.4,26.4,0.0,5.4,8.7,E,20.0,SW,SE,6.0,4.0,66.0,47.0,1023.8,1020.3,6.0,2.0,19.9,25.6,No,0.22410478047530688,0,5,6,2017
87151,2017-05-08,Brisbane,14.8,22.0,0.0,5.0,0.0,ESE,26.0,SW,SE,2.0,13.0,74.0,66.0,1023.2,1020.7,7.0,8.0,18.9,21.0,No,0.22305909184328823,1,5,0,2017
87152,2017-05-09,Brisbane,16.4,23.5,18.0,0.4,8.0,SE,35.0,SSE,ESE,6.0,15.0,67.0,53.0,1022.5,1019.8,6.0,2.0,20.7,22.1,Yes,0.22410478047530688,0,5,1,2017
87153,2017-05-10,Brisbane,16.2,19.5,0.6,5.0,0.0,W,19.0,S,SW,2.0,6.0,75.0,82.0,1020.6,1018.2,8.0,8.0,17.7,17.5,No,0.22890900305066633,1,5,2,2017
87154,2017-05-11,Brisbane,14.3,24.7,2.8,1.8,8.8,S,24.0,WSW,SSE,6.0,6.0,62.0,49.0,1021.4,1018.4,1.0,4.0,19.4,23.5,Yes,0.22873608179439076,0,5,3,2017
87155,2017-05-12,Brisbane,14.6,23.9,0.0,3.2,5.7,ESE,28.0,SW,ESE,4.0,9.0,73.0,57.0,1023.9,1020.9,7.0,6.0,18.3,22.4,No,0.22873608179439076,0,5,4,2017
87156,2017-05-13,Brisbane,16.5,23.1,0.0,4.2,1.7,ENE,22.0,WSW,SE,6.0,9.0,73.0,77.0,1023.1,1020.2,7.0,7.0,19.0,20.4,No,0.22873608179439076,0,5,5,2017
87157,2017-05-14,Brisbane,17.1,21.9,0.2,1.0,0.9,SSW,15.0,SSW,ESE,6.0,4.0,83.0,78.0,1018.4,1015.1,6.0,8.0,19.1,20.9,No,0.21795614639510663,0,5,6,2017
87158,2017-05-15,Brisbane,16.1,26.4,0.4,0.8,9.4,W,30.0,NW,W,4.0,11.0,72.0,40.0,1015.6,1012.3,1.0,1.0,21.0,26.1,No,0.22890900305066633,0,5,0,2017
